query_id,true_class,candidate_slot,candidate_class,rank_in_broad_topK,stage,acc_full,acc_minus_c,delta
1,0,24,0,0,final_survivor,1,1,0
1,0,90,0,1,final_survivor,1,1,0
1,0,58,0,2,final_survivor,1,1,0
1,0,0,0,3,final_survivor,1,1,0
1,0,29,0,4,final_survivor,1,1,0
1,0,54,0,5,final_survivor,1,1,0
1,0,36,0,6,final_survivor,1,1,0
1,0,52,0,7,final_survivor,1,1,0
1,0,12,0,8,final_survivor,1,1,0
1,0,60,0,9,final_survivor,1,1,0
1,0,1,0,10,final_survivor,1,1,0
1,0,2,0,11,final_survivor,1,1,0
1,0,86,0,12,final_survivor,1,1,0
1,0,65,0,13,final_survivor,1,1,0
1,0,11,0,14,final_survivor,1,1,0
1,0,56,0,15,final_survivor,1,1,0
1,0,20,0,16,final_survivor,1,1,0
1,0,39,0,17,final_survivor,1,1,0
1,0,28,0,18,final_survivor,1,1,0
1,0,32,0,19,final_survivor,1,1,0
1,0,64,0,20,final_survivor,1,1,0
1,0,10,0,21,final_survivor,1,1,0
1,0,15,0,22,final_survivor,1,1,0
1,0,43,0,23,final_survivor,1,1,0
1,0,87,0,24,final_survivor,1,1,0
1,0,95,0,25,rerank_drop,1,1,0
1,0,18,0,26,rerank_drop,1,1,0
1,0,59,0,27,rerank_drop,1,1,0
1,0,55,0,28,rerank_drop,1,1,0
1,0,81,0,29,rerank_drop,1,1,0
1,0,9,0,30,rerank_drop,1,1,0
1,0,16,0,31,rerank_drop,1,1,0
1,0,96,0,32,rerank_drop,1,1,0
1,0,23,0,33,rerank_drop,1,1,0
1,0,27,0,34,rerank_drop,1,1,0
1,0,84,0,35,rerank_drop,1,1,0
1,0,14,0,36,rerank_drop,1,1,0
1,0,44,0,37,rerank_drop,1,1,0
1,0,70,0,38,rerank_drop,1,1,0
1,0,8,0,39,rerank_drop,1,1,0
1,0,37,0,40,rerank_drop,1,1,0
1,0,53,0,41,rerank_drop,1,1,0
1,0,4,0,42,rerank_drop,1,1,0
1,0,73,0,43,rerank_drop,1,1,0
1,0,68,0,44,rerank_drop,1,1,0
1,0,42,0,45,rerank_drop,1,1,0
1,0,92,0,46,rerank_drop,1,1,0
1,0,38,0,47,rerank_drop,1,1,0
1,0,85,0,48,rerank_drop,1,1,0
1,0,98,0,49,rerank_drop,1,1,0
1,0,33,0,50,rerank_drop,1,1,0
1,0,6,0,51,rerank_drop,1,1,0
1,0,69,0,52,rerank_drop,1,1,0
1,0,80,0,53,rerank_drop,1,1,0
1,0,47,0,54,rerank_drop,1,1,0
1,0,83,0,55,rerank_drop,1,1,0
1,0,57,0,56,rerank_drop,1,1,0
1,0,21,0,57,rerank_drop,1,1,0
1,0,62,0,58,rerank_drop,1,1,0
1,0,46,0,59,rerank_drop,1,1,0
1,0,93,0,60,rerank_drop,1,1,0
1,0,31,0,61,rerank_drop,1,1,0
1,0,22,0,62,rerank_drop,1,1,0
1,0,88,0,63,rerank_drop,1,1,0
1,0,67,0,64,rerank_drop,1,1,0
1,0,71,0,65,rerank_drop,1,1,0
1,0,41,0,66,rerank_drop,1,1,0
1,0,19,0,67,rerank_drop,1,1,0
1,0,17,0,68,rerank_drop,1,1,0
1,0,63,0,69,rerank_drop,1,1,0
1,0,75,0,70,rerank_drop,1,1,0
1,0,89,0,71,rerank_drop,1,1,0
1,0,74,0,72,rerank_drop,1,1,0
1,0,82,0,73,rerank_drop,1,1,0
1,0,51,0,74,rerank_drop,1,1,0
1,0,78,0,75,rerank_drop,1,1,0
1,0,34,0,76,rerank_drop,1,1,0
1,0,61,0,77,rerank_drop,1,1,0
1,0,99,0,78,rerank_drop,1,1,0
1,0,72,0,79,rerank_drop,1,1,0
1,0,13,0,80,rerank_drop,1,1,0
1,0,40,0,81,rerank_drop,1,1,0
1,0,5,0,82,rerank_drop,1,1,0
1,0,26,0,83,rerank_drop,1,1,0
1,0,35,0,84,rerank_drop,1,1,0
1,0,94,0,85,rerank_drop,1,1,0
1,0,50,0,86,rerank_drop,1,1,0
1,0,25,0,87,rerank_drop,1,1,0
1,0,45,0,88,rerank_drop,1,1,0
1,0,3,0,89,rerank_drop,1,1,0
1,0,7,0,90,rerank_drop,1,1,0
1,0,49,0,91,rerank_drop,1,1,0
1,0,97,0,92,rerank_drop,1,1,0
1,0,30,0,93,rerank_drop,1,1,0
1,0,91,0,94,rerank_drop,1,1,0
1,0,66,0,95,rerank_drop,1,1,0
1,0,77,0,96,rerank_drop,1,1,0
1,0,610,7,97,rerank_drop,1,1,0
1,0,9265,107,98,rerank_drop,1,1,0
1,0,9966,116,99,rerank_drop,1,1,0
2,0,37,0,0,final_survivor,1,1,0
2,0,40,0,1,final_survivor,1,1,0
2,0,53,0,2,final_survivor,1,1,0
2,0,73,0,3,final_survivor,1,1,0
2,0,71,0,4,final_survivor,1,1,0
2,0,41,0,5,final_survivor,1,1,0
2,0,64,0,6,final_survivor,1,1,0
2,0,4,0,7,final_survivor,1,1,0
2,0,84,0,8,final_survivor,1,1,0
2,0,26,0,9,final_survivor,1,1,0
2,0,65,0,10,final_survivor,1,1,0
2,0,95,0,11,final_survivor,1,1,0
2,0,2,0,12,final_survivor,1,1,0
2,0,90,0,13,final_survivor,1,1,0
2,0,97,0,14,final_survivor,1,1,0
2,0,58,0,15,final_survivor,1,1,0
2,0,23,0,16,final_survivor,1,1,0
2,0,29,0,17,final_survivor,1,1,0
2,0,21,0,18,final_survivor,1,1,0
2,0,0,0,19,final_survivor,1,1,0
2,0,87,0,20,final_survivor,1,1,0
2,0,55,0,21,final_survivor,1,1,0
2,0,1,0,22,final_survivor,1,1,0
2,0,20,0,23,final_survivor,1,1,0
2,0,96,0,24,final_survivor,1,1,0
2,0,60,0,25,rerank_drop,1,1,0
2,0,68,0,26,rerank_drop,1,1,0
2,0,56,0,27,rerank_drop,1,1,0
2,0,66,0,28,rerank_drop,1,1,0
2,0,11,0,29,rerank_drop,1,1,0
2,0,12,0,30,rerank_drop,1,1,0
2,0,14,0,31,rerank_drop,1,1,0
2,0,36,0,32,rerank_drop,1,1,0
2,0,25,0,33,rerank_drop,1,1,0
2,0,62,0,34,rerank_drop,1,1,0
2,0,43,0,35,rerank_drop,1,1,0
2,0,7,0,36,rerank_drop,1,1,0
2,0,24,0,37,rerank_drop,1,1,0
2,0,32,0,38,rerank_drop,1,1,0
2,0,39,0,39,rerank_drop,1,1,0
2,0,72,0,40,rerank_drop,1,1,0
2,0,52,0,41,rerank_drop,1,1,0
2,0,19,0,42,rerank_drop,1,1,0
2,0,54,0,43,rerank_drop,1,1,0
2,0,93,0,44,rerank_drop,1,1,0
2,0,38,0,45,rerank_drop,1,1,0
2,0,16,0,46,rerank_drop,1,1,0
2,0,59,0,47,rerank_drop,1,1,0
2,0,27,0,48,rerank_drop,1,1,0
2,0,61,0,49,rerank_drop,1,1,0
2,0,28,0,50,rerank_drop,1,1,0
2,0,42,0,51,rerank_drop,1,1,0
2,0,30,0,52,rerank_drop,1,1,0
2,0,98,0,53,rerank_drop,1,1,0
2,0,8,0,54,rerank_drop,1,1,0
2,0,45,0,55,rerank_drop,1,1,0
2,0,18,0,56,rerank_drop,1,1,0
2,0,10,0,57,rerank_drop,1,1,0
2,0,9,0,58,rerank_drop,1,1,0
2,0,74,0,59,rerank_drop,1,1,0
2,0,17,0,60,rerank_drop,1,1,0
2,0,70,0,61,rerank_drop,1,1,0
2,0,69,0,62,rerank_drop,1,1,0
2,0,81,0,63,rerank_drop,1,1,0
2,0,47,0,64,rerank_drop,1,1,0
2,0,51,0,65,rerank_drop,1,1,0
2,0,6,0,66,rerank_drop,1,1,0
2,0,63,0,67,rerank_drop,1,1,0
2,0,57,0,68,rerank_drop,1,1,0
2,0,88,0,69,rerank_drop,1,1,0
2,0,86,0,70,rerank_drop,1,1,0
2,0,31,0,71,rerank_drop,1,1,0
2,0,67,0,72,rerank_drop,1,1,0
2,0,94,0,73,rerank_drop,1,1,0
2,0,92,0,74,rerank_drop,1,1,0
2,0,15,0,75,rerank_drop,1,1,0
2,0,35,0,76,rerank_drop,1,1,0
2,0,75,0,77,rerank_drop,1,1,0
2,0,33,0,78,rerank_drop,1,1,0
2,0,44,0,79,rerank_drop,1,1,0
2,0,85,0,80,rerank_drop,1,1,0
2,0,80,0,81,rerank_drop,1,1,0
2,0,34,0,82,rerank_drop,1,1,0
2,0,46,0,83,rerank_drop,1,1,0
2,0,3,0,84,rerank_drop,1,1,0
2,0,89,0,85,rerank_drop,1,1,0
2,0,78,0,86,rerank_drop,1,1,0
2,0,79,0,87,rerank_drop,1,1,0
2,0,22,0,88,rerank_drop,1,1,0
2,0,5,0,89,rerank_drop,1,1,0
2,0,82,0,90,rerank_drop,1,1,0
2,0,99,0,91,rerank_drop,1,1,0
2,0,83,0,92,rerank_drop,1,1,0
2,0,13,0,93,rerank_drop,1,1,0
2,0,610,7,94,rerank_drop,1,1,0
2,0,50,0,95,rerank_drop,1,1,0
2,0,677,7,96,rerank_drop,1,1,0
2,0,49,0,97,rerank_drop,1,1,0
2,0,91,0,98,rerank_drop,1,1,0
2,0,48,0,99,rerank_drop,1,1,0
3,0,58,0,0,final_survivor,1,1,0
3,0,86,0,1,final_survivor,1,1,0
3,0,24,0,2,final_survivor,1,1,0
3,0,54,0,3,final_survivor,1,1,0
3,0,90,0,4,final_survivor,1,1,0
3,0,20,0,5,final_survivor,1,1,0
3,0,56,0,6,final_survivor,1,1,0
3,0,41,0,7,final_survivor,1,1,0
3,0,11,0,8,final_survivor,1,1,0
3,0,39,0,9,final_survivor,1,1,0
3,0,1,0,10,final_survivor,1,1,0
3,0,0,0,11,final_survivor,1,1,0
3,0,16,0,12,final_survivor,1,1,0
3,0,53,0,13,final_survivor,1,1,0
3,0,68,0,14,final_survivor,1,1,0
3,0,52,0,15,final_survivor,1,1,0
3,0,36,0,16,final_survivor,1,1,0
3,0,12,0,17,final_survivor,1,1,0
3,0,46,0,18,final_survivor,1,1,0
3,0,2,0,19,final_survivor,1,1,0
3,0,32,0,20,final_survivor,1,1,0
3,0,93,0,21,final_survivor,1,1,0
3,0,64,0,22,final_survivor,1,1,0
3,0,10,0,23,final_survivor,1,1,0
3,0,60,0,24,final_survivor,1,1,0
3,0,27,0,25,rerank_drop,1,1,0
3,0,55,0,26,rerank_drop,1,1,0
3,0,33,0,27,rerank_drop,1,1,0
3,0,65,0,28,rerank_drop,1,1,0
3,0,28,0,29,rerank_drop,1,1,0
3,0,43,0,30,rerank_drop,1,1,0
3,0,87,0,31,rerank_drop,1,1,0
3,0,57,0,32,rerank_drop,1,1,0
3,0,29,0,33,rerank_drop,1,1,0
3,0,18,0,34,rerank_drop,1,1,0
3,0,89,0,35,rerank_drop,1,1,0
3,0,21,0,36,rerank_drop,1,1,0
3,0,59,0,37,rerank_drop,1,1,0
3,0,47,0,38,rerank_drop,1,1,0
3,0,98,0,39,rerank_drop,1,1,0
3,0,84,0,40,rerank_drop,1,1,0
3,0,95,0,41,rerank_drop,1,1,0
3,0,62,0,42,rerank_drop,1,1,0
3,0,15,0,43,rerank_drop,1,1,0
3,0,9,0,44,rerank_drop,1,1,0
3,0,14,0,45,rerank_drop,1,1,0
3,0,23,0,46,rerank_drop,1,1,0
3,0,70,0,47,rerank_drop,1,1,0
3,0,96,0,48,rerank_drop,1,1,0
3,0,81,0,49,rerank_drop,1,1,0
3,0,69,0,50,rerank_drop,1,1,0
3,0,63,0,51,rerank_drop,1,1,0
3,0,37,0,52,rerank_drop,1,1,0
3,0,38,0,53,rerank_drop,1,1,0
3,0,4,0,54,rerank_drop,1,1,0
3,0,6,0,55,rerank_drop,1,1,0
3,0,67,0,56,rerank_drop,1,1,0
3,0,80,0,57,rerank_drop,1,1,0
3,0,8,0,58,rerank_drop,1,1,0
3,0,19,0,59,rerank_drop,1,1,0
3,0,78,0,60,rerank_drop,1,1,0
3,0,22,0,61,rerank_drop,1,1,0
3,0,73,0,62,rerank_drop,1,1,0
3,0,88,0,63,rerank_drop,1,1,0
3,0,83,0,64,rerank_drop,1,1,0
3,0,42,0,65,rerank_drop,1,1,0
3,0,71,0,66,rerank_drop,1,1,0
3,0,17,0,67,rerank_drop,1,1,0
3,0,92,0,68,rerank_drop,1,1,0
3,0,51,0,69,rerank_drop,1,1,0
3,0,61,0,70,rerank_drop,1,1,0
3,0,82,0,71,rerank_drop,1,1,0
3,0,5,0,72,rerank_drop,1,1,0
3,0,75,0,73,rerank_drop,1,1,0
3,0,50,0,74,rerank_drop,1,1,0
3,0,44,0,75,rerank_drop,1,1,0
3,0,31,0,76,rerank_drop,1,1,0
3,0,72,0,77,rerank_drop,1,1,0
3,0,26,0,78,rerank_drop,1,1,0
3,0,35,0,79,rerank_drop,1,1,0
3,0,40,0,80,rerank_drop,1,1,0
3,0,34,0,81,rerank_drop,1,1,0
3,0,94,0,82,rerank_drop,1,1,0
3,0,85,0,83,rerank_drop,1,1,0
3,0,45,0,84,rerank_drop,1,1,0
3,0,13,0,85,rerank_drop,1,1,0
3,0,99,0,86,rerank_drop,1,1,0
3,0,91,0,87,rerank_drop,1,1,0
3,0,66,0,88,rerank_drop,1,1,0
3,0,3,0,89,rerank_drop,1,1,0
3,0,7,0,90,rerank_drop,1,1,0
3,0,97,0,91,rerank_drop,1,1,0
3,0,74,0,92,rerank_drop,1,1,0
3,0,49,0,93,rerank_drop,1,1,0
3,0,25,0,94,rerank_drop,1,1,0
3,0,30,0,95,rerank_drop,1,1,0
3,0,9265,107,96,rerank_drop,1,1,0
3,0,77,0,97,rerank_drop,1,1,0
3,0,610,7,98,rerank_drop,1,1,0
3,0,7416,86,99,rerank_drop,1,1,0
4,0,95,0,0,final_survivor,1,1,0
4,0,12,0,1,final_survivor,1,1,0
4,0,2,0,2,final_survivor,1,1,0
4,0,59,0,3,final_survivor,1,1,0
4,0,74,0,4,final_survivor,1,1,0
4,0,60,0,5,final_survivor,1,1,0
4,0,28,0,6,final_survivor,1,1,0
4,0,65,0,7,final_survivor,1,1,0
4,0,90,0,8,final_survivor,1,1,0
4,0,43,0,9,final_survivor,1,1,0
4,0,31,0,10,final_survivor,1,1,0
4,0,18,0,11,final_survivor,1,1,0
4,0,42,0,12,final_survivor,1,1,0
4,0,23,0,13,final_survivor,1,1,0
4,0,29,0,14,final_survivor,1,1,0
4,0,92,0,15,final_survivor,1,1,0
4,0,56,0,16,final_survivor,1,1,0
4,0,73,0,17,final_survivor,1,1,0
4,0,36,0,18,final_survivor,1,1,0
4,0,75,0,19,final_survivor,1,1,0
4,0,24,0,20,final_survivor,1,1,0
4,0,98,0,21,final_survivor,1,1,0
4,0,94,0,22,final_survivor,1,1,0
4,0,11,0,23,final_survivor,1,1,0
4,0,87,0,24,final_survivor,1,1,0
4,0,1,0,25,rerank_drop,1,1,0
4,0,27,0,26,rerank_drop,1,1,0
4,0,35,0,27,rerank_drop,1,1,0
4,0,8,0,28,rerank_drop,1,1,0
4,0,39,0,29,rerank_drop,1,1,0
4,0,4,0,30,rerank_drop,1,1,0
4,0,54,0,31,rerank_drop,1,1,0
4,0,55,0,32,rerank_drop,1,1,0
4,0,16,0,33,rerank_drop,1,1,0
4,0,52,0,34,rerank_drop,1,1,0
4,0,32,0,35,rerank_drop,1,1,0
4,0,38,0,36,rerank_drop,1,1,0
4,0,64,0,37,rerank_drop,1,1,0
4,0,14,0,38,rerank_drop,1,1,0
4,0,84,0,39,rerank_drop,1,1,0
4,0,9,0,40,rerank_drop,1,1,0
4,0,58,0,41,rerank_drop,1,1,0
4,0,70,0,42,rerank_drop,1,1,0
4,0,96,0,43,rerank_drop,1,1,0
4,0,20,0,44,rerank_drop,1,1,0
4,0,81,0,45,rerank_drop,1,1,0
4,0,21,0,46,rerank_drop,1,1,0
4,0,85,0,47,rerank_drop,1,1,0
4,0,26,0,48,rerank_drop,1,1,0
4,0,34,0,49,rerank_drop,1,1,0
4,0,41,0,50,rerank_drop,1,1,0
4,0,93,0,51,rerank_drop,1,1,0
4,0,40,0,52,rerank_drop,1,1,0
4,0,19,0,53,rerank_drop,1,1,0
4,0,71,0,54,rerank_drop,1,1,0
4,0,72,0,55,rerank_drop,1,1,0
4,0,86,0,56,rerank_drop,1,1,0
4,0,69,0,57,rerank_drop,1,1,0
4,0,46,0,58,rerank_drop,1,1,0
4,0,15,0,59,rerank_drop,1,1,0
4,0,83,0,60,rerank_drop,1,1,0
4,0,62,0,61,rerank_drop,1,1,0
4,0,88,0,62,rerank_drop,1,1,0
4,0,10,0,63,rerank_drop,1,1,0
4,0,57,0,64,rerank_drop,1,1,0
4,0,3,0,65,rerank_drop,1,1,0
4,0,33,0,66,rerank_drop,1,1,0
4,0,53,0,67,rerank_drop,1,1,0
4,0,22,0,68,rerank_drop,1,1,0
4,0,99,0,69,rerank_drop,1,1,0
4,0,30,0,70,rerank_drop,1,1,0
4,0,67,0,71,rerank_drop,1,1,0
4,0,51,0,72,rerank_drop,1,1,0
4,0,50,0,73,rerank_drop,1,1,0
4,0,0,0,74,rerank_drop,1,1,0
4,0,61,0,75,rerank_drop,1,1,0
4,0,80,0,76,rerank_drop,1,1,0
4,0,17,0,77,rerank_drop,1,1,0
4,0,37,0,78,rerank_drop,1,1,0
4,0,68,0,79,rerank_drop,1,1,0
4,0,89,0,80,rerank_drop,1,1,0
4,0,44,0,81,rerank_drop,1,1,0
4,0,82,0,82,rerank_drop,1,1,0
4,0,13,0,83,rerank_drop,1,1,0
4,0,47,0,84,rerank_drop,1,1,0
4,0,5,0,85,rerank_drop,1,1,0
4,0,45,0,86,rerank_drop,1,1,0
4,0,78,0,87,rerank_drop,1,1,0
4,0,6,0,88,rerank_drop,1,1,0
4,0,7,0,89,rerank_drop,1,1,0
4,0,48,0,90,rerank_drop,1,1,0
4,0,25,0,91,rerank_drop,1,1,0
4,0,615,7,92,rerank_drop,1,1,0
4,0,63,0,93,rerank_drop,1,1,0
4,0,97,0,94,rerank_drop,1,1,0
4,0,658,7,95,rerank_drop,1,1,0
4,0,607,7,96,rerank_drop,1,1,0
4,0,91,0,97,rerank_drop,1,1,0
4,0,634,7,98,rerank_drop,1,1,0
4,0,49,0,99,rerank_drop,1,1,0
5,0,0,0,0,final_survivor,1,1,0
5,0,6,0,1,final_survivor,1,1,0
5,0,63,0,2,final_survivor,1,1,0
5,0,53,0,3,final_survivor,1,1,0
5,0,68,0,4,final_survivor,1,1,0
5,0,58,0,5,final_survivor,1,1,0
5,0,20,0,6,final_survivor,1,1,0
5,0,21,0,7,final_survivor,1,1,0
5,0,24,0,8,final_survivor,1,1,0
5,0,41,0,9,final_survivor,1,1,0
5,0,37,0,10,final_survivor,1,1,0
5,0,46,0,11,final_survivor,1,1,0
5,0,90,0,12,final_survivor,1,1,0
5,0,86,0,13,final_survivor,1,1,0
5,0,28,0,14,final_survivor,1,1,0
5,0,88,0,15,final_survivor,1,1,0
5,0,10,0,16,final_survivor,1,1,0
5,0,80,0,17,final_survivor,1,1,0
5,0,65,0,18,final_survivor,1,1,0
5,0,47,0,19,final_survivor,1,1,0
5,0,54,0,20,final_survivor,1,1,0
5,0,11,0,21,final_survivor,1,1,0
5,0,1,0,22,final_survivor,1,1,0
5,0,2,0,23,final_survivor,1,1,0
5,0,64,0,24,final_survivor,1,1,0
5,0,96,0,25,rerank_drop,1,1,0
5,0,39,0,26,rerank_drop,1,1,0
5,0,73,0,27,rerank_drop,1,1,0
5,0,56,0,28,rerank_drop,1,1,0
5,0,29,0,29,rerank_drop,1,1,0
5,0,84,0,30,rerank_drop,1,1,0
5,0,93,0,31,rerank_drop,1,1,0
5,0,62,0,32,rerank_drop,1,1,0
5,0,70,0,33,rerank_drop,1,1,0
5,0,4,0,34,rerank_drop,1,1,0
5,0,18,0,35,rerank_drop,1,1,0
5,0,89,0,36,rerank_drop,1,1,0
5,0,32,0,37,rerank_drop,1,1,0
5,0,57,0,38,rerank_drop,1,1,0
5,0,43,0,39,rerank_drop,1,1,0
5,0,9,0,40,rerank_drop,1,1,0
5,0,60,0,41,rerank_drop,1,1,0
5,0,59,0,42,rerank_drop,1,1,0
5,0,52,0,43,rerank_drop,1,1,0
5,0,16,0,44,rerank_drop,1,1,0
5,0,36,0,45,rerank_drop,1,1,0
5,0,87,0,46,rerank_drop,1,1,0
5,0,23,0,47,rerank_drop,1,1,0
5,0,31,0,48,rerank_drop,1,1,0
5,0,55,0,49,rerank_drop,1,1,0
5,0,71,0,50,rerank_drop,1,1,0
5,0,15,0,51,rerank_drop,1,1,0
5,0,95,0,52,rerank_drop,1,1,0
5,0,33,0,53,rerank_drop,1,1,0
5,0,61,0,54,rerank_drop,1,1,0
5,0,8,0,55,rerank_drop,1,1,0
5,0,78,0,56,rerank_drop,1,1,0
5,0,12,0,57,rerank_drop,1,1,0
5,0,44,0,58,rerank_drop,1,1,0
5,0,17,0,59,rerank_drop,1,1,0
5,0,83,0,60,rerank_drop,1,1,0
5,0,92,0,61,rerank_drop,1,1,0
5,0,81,0,62,rerank_drop,1,1,0
5,0,27,0,63,rerank_drop,1,1,0
5,0,14,0,64,rerank_drop,1,1,0
5,0,97,0,65,rerank_drop,1,1,0
5,0,72,0,66,rerank_drop,1,1,0
5,0,38,0,67,rerank_drop,1,1,0
5,0,98,0,68,rerank_drop,1,1,0
5,0,45,0,69,rerank_drop,1,1,0
5,0,40,0,70,rerank_drop,1,1,0
5,0,67,0,71,rerank_drop,1,1,0
5,0,51,0,72,rerank_drop,1,1,0
5,0,66,0,73,rerank_drop,1,1,0
5,0,94,0,74,rerank_drop,1,1,0
5,0,69,0,75,rerank_drop,1,1,0
5,0,42,0,76,rerank_drop,1,1,0
5,0,19,0,77,rerank_drop,1,1,0
5,0,26,0,78,rerank_drop,1,1,0
5,0,85,0,79,rerank_drop,1,1,0
5,0,7416,86,80,rerank_drop,1,1,0
5,0,99,0,81,rerank_drop,1,1,0
5,0,5,0,82,rerank_drop,1,1,0
5,0,7,0,83,rerank_drop,1,1,0
5,0,82,0,84,rerank_drop,1,1,0
5,0,22,0,85,rerank_drop,1,1,0
5,0,13,0,86,rerank_drop,1,1,0
5,0,91,0,87,rerank_drop,1,1,0
5,0,74,0,88,rerank_drop,1,1,0
5,0,35,0,89,rerank_drop,1,1,0
5,0,7454,86,90,rerank_drop,1,1,0
5,0,7447,86,91,rerank_drop,1,1,0
5,0,75,0,92,rerank_drop,1,1,0
5,0,34,0,93,rerank_drop,1,1,0
5,0,50,0,94,rerank_drop,1,1,0
5,0,610,7,95,rerank_drop,1,1,0
5,0,25,0,96,rerank_drop,1,1,0
5,0,7461,86,97,rerank_drop,1,1,0
5,0,49,0,98,rerank_drop,1,1,0
5,0,9265,107,99,rerank_drop,1,1,0
6,0,82,0,0,final_survivor,1,1,0
6,0,99,0,1,final_survivor,1,1,0
6,0,51,0,2,final_survivor,1,1,0
6,0,35,0,3,final_survivor,1,1,0
6,0,50,0,4,final_survivor,1,1,0
6,0,26,0,5,final_survivor,1,1,0
6,0,3,0,6,final_survivor,1,1,0
6,0,74,0,7,final_survivor,1,1,0
6,0,9584,112,8,csls_survivor,1,1,0
6,0,12,0,9,final_survivor,1,1,0
