query_id,served_outcome,abstain_reason,witness_alt_class,witness_alt_basis,policy_id,policy_block_sha256,evidence_ptr,certification_tier,contract_id,contract_version
pairD_stale-soft_s1:e0:p51,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p52,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p53,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p54,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p55,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p56,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p57,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p58,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p59,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p60,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p61,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p62,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p63,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p64,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p65,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p66,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p67,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p68,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p69,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p70,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p71,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p72,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p73,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p74,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p75,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p76,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p77,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p78,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p79,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p80,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p81,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p82,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p83,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p84,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p85,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p86,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p87,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p88,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p89,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p90,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p91,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p92,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p93,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p94,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p95,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p96,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p97,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p98,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p99,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p100,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p101,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p102,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p103,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p104,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p105,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p106,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p107,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p108,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p109,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p110,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p111,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p112,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p113,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p114,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p115,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p116,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p117,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p118,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p119,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p120,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p121,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p122,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p123,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p124,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p125,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p126,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p127,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p128,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p129,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p130,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p131,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p132,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p133,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p134,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p135,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p136,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p137,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p138,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p139,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p140,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p141,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p142,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p143,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p144,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p145,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p146,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p147,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p148,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p149,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p150,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p151,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p152,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p153,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p154,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p155,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p156,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p157,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p158,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p159,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p160,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p161,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p162,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p163,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p164,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p165,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p166,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p167,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p168,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p169,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p170,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p171,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p173,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p174,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p175,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p176,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p177,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p178,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p179,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p180,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p181,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p182,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p183,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p184,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p185,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p186,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p187,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p188,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p189,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p190,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p191,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p192,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p193,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p194,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p195,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p196,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p197,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p198,defer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p199,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p200,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p201,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p202,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p203,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p204,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p205,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p206,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p207,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p208,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p209,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p210,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p211,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p212,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p213,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p214,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p215,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p216,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p217,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p218,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p219,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p220,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p221,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p222,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p223,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p224,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p225,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p226,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p227,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p228,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p229,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p230,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p231,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p232,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p233,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p234,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p235,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p236,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p237,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p238,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p239,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p240,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p241,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p242,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p243,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p244,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p245,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p246,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p247,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
pairD_stale-soft_s1:e0:p248,answer,,,,,,,harness-heuristic,s1-witness-alt-batch,0.1-candidate
